step;tempo;distancia;E;K;U;T;raio;virial
76000;760;720.569;1105.93;1106.94;-101.116;737.962;1810.51;2212.87
76100;761;721.624;1105.95;1109.26;-330.046;739.503;1812.89;2215.21
76200;762;722.612;1105.93;1106.93;-0.997517;737.954;1815.26;2212.87
76300;763;723.526;1105.92;1107.44;-151.774;738.293;1817.64;2213.36
76400;764;724.491;1105.94;1107.14;-12.032;738.094;1820.02;2213.08
76500;765;725.415;1105.93;1107;-10.652;737.997;1822.39;2212.93
76600;766;726.429;1105.96;1108.22;-226.236;738.817;1824.77;2214.19
76700;767;727.324;1105.93;1106.92;-0.981973;737.943;1827.14;2212.85
76800;768;728.188;1105.91;1107.92;-200.446;73.861;1829.52;2213.83
76900;769;729.105;1105.94;1107.03;-109.067;738.018;1831.9;2212.96
77000;770;730.065;1105.93;1107.09;-115.969;738.059;1834.27;2213.02
77100;771;731.083;1105.95;1107.59;-163.944;738.391;1836.65;2213.53
77200;772;731.962;1105.93;1106.92;-0.989623;737.948;1839.02;2212.85
77300;773;732.846;1105.9;1108.89;-298.955;739.258;1841.4;2214.78
77400;774;733.803;1105.93;1106.96;-102.498;737.973;1843.78;2212.89
77500;775;734.779;1105.93;1107.25;-132.103;738.165;1846.15;2213.17
77600;776;735.776;1105.94;1107.28;-133.489;738.183;1848.53;2213.22
77700;777;736.64;1105.93;1106.95;-102.186;737.969;1850.9;2212.88
77800;778;737.562;1105.97;1109.03;-306.223;739.355;1853.28;2215
77900;779;738.558;1105.93;1106.92;-0.990776;73.795;1855.66;2212.86
78000;780;739.516;1105.92;1107.53;-161.287;738.355;1858.03;2213.45
78100;781;740.489;1105.94;1107.1;-116.745;73.807;1860.41;2213.04
78200;782;741.347;1105.93;1107.02;-108.496;73.801;1862.78;2212.95
78300;783;742.33;1105.96;1108.01;-205.013;738.672;1865.16;2213.96
78400;784;743.331;1105.93;1106.91;-0.981402;737.943;1867.54;2212.85
78500;785;744.276;1105.91;1108.11;-220.561;738.741;1869.91;2214.02
78600;786;745.227;1105.94;1107;-106.944;738.003;1872.29;2212.94
78700;787;746.096;1105.93;1107.12;-119.349;738.081;1874.67;2213.05
78800;788;747.156;1105.94;1107.48;-153.921;738.322;1877.04;2213.43
78900;789;748.129;1105.93;1106.93;-0.995187;737.952;1879.42;2212.86
79000;790;749.081;1105.91;1109.16;-325.334;739.441;1881.79;2215.07
79100;791;750.016;1105.93;1106.95;-101.302;737.965;1884.17;2212.88
79200;792;750.94;1105.93;1107.31;-138.033;738.204;1886.55;2213.23
79300;793;751.97;1105.94;1107.22;-128.136;738.147;1888.92;2213.16
79400;794;752.859;1105.93;1106.97;-103.465;737.977;1891.3;2212.9
79500;795;753.775;1105.97;1108.73;-275.873;739.154;1893.67;2214.7
79600;796;754.641;1105.93;1106.92;-0.985728;737.946;1896.05;2212.85
79700;797;755.584;1105.92;1107.64;-172.731;73.843;1898.43;2213.56
79800;798;756.615;1105.94;1107.07;-113.629;738.049;1900.8;2213.01
79900;799;757.494;1105.93;1107.04;-110.776;738.025;1903.18;2212.97
80000;800;758.427;1105.95;1107.83;-187.698;738.553;1905.55;2213.78
80100;801;759.312;1105.93;1106.92;-0.982412;737.943;1907.93;2212.85
80200;802;760.315;1105.9;1108.35;-245.048;738.901;1910.31;2214.25
80300;803;761.305;1105.94;1106.99;-105.101;737.991;1912.68;2212.92
80400;804;762.174;1105.93;1107.16;-123.245;738.107;1915.06;2213.09
80500;805;763.118;1105.94;1107.4;-145.517;738.265;1917.43;2213.34
80600;806;764.059;1105.93;1106.93;-10.025;737.956;1919.81;2212.87
80700;807;765.073;1105.93;1109.3;-336.747;739.534;1922.19;2215.23
80800;808;766.016;1105.93;1106.94;-100.304;737.958;1924.56;2212.87
80900;809;766.884;1105.92;1107.37;-144.996;738.249;1926.94;2213.3
81000;810;767.852;1105.94;1107.17;-123.517;738.116;1929.32;2213.11
81100;811;768.841;1105.93;1106.98;-104.972;737.987;1931.69;2212.91
81200;812;769.847;1105.97;1108.44;-24.684;738.957;1934.07;2214.4
81300;813;770.753;1105.93;1106.92;-0.982314;737.944;1936.44;2212.85
81400;814;771.633;1105.91;1107.78;-186.628;73.852;1938.82;2213.69
81500;815;772.656;1105.94;1107.05;-11.091;73.803;1941.2;2212.98
81600;816;773.643;1105.93;1107.06;-1.134;738.042;1943.57;2212.99
81700;817;774.641;1105.95;1107.68;-173.544;738.456;1945.95;2213.63
81800;818;775.537;1105.93;1106.92;-0.985019;737.945;1948.32;2212.85
81900;819;776.468;1105.9;1108.63;-273.777;739.089;1950.7;2214.53
82000;820;777.495;1105.93;1106.97;-103.508;73.798;1953.08;2212.9
82100;821;778.393;1105.93;1107.2;-127.749;738.136;1955.45;2213.13
82200;822;779.332;1105.94;1107.33;-138.408;738.217;1957.83;2213.27
82300;823;780.176;1105.93;1106.94;-101.165;737.962;1960.2;2212.88
82400;824;781.128;1105.96;1109.22;-32.663;739.483;1962.58;2215.18
82500;825;782.138;1105.93;1106.93;-0.994907;737.953;1964.96;2212.86
82600;826;783.028;1105.92;1107.45;-153.233;738.303;1967.33;2213.38
82700;827;783.97;1105.94;1107.13;-119.514;738.089;1969.71;2213.07
82800;828;784.834;1105.93;1107;-106.728;737.999;1972.08;2212.93
82900;829;785.873;1105.96;1108.18;-221.978;738.788;1974.46;2214.14
83000;830;786.828;1105.93;1106.91;-0.980498;737.942;1976.84;2212.85
83100;831;787.713;1105.91;1107.95;-203.637;738.631;1979.21;2213.86
83200;832;788.653;1105.94;1107.02;-108.539;738.014;1981.59;2212.96
83300;833;789.558;1105.93;1107.09;-116.417;738.062;1983.96;2213.02
83400;834;790.627;1105.95;1107.57;-161.883;738.377;1986.34;2213.51
83500;835;791.54;1105.93;1106.92;-0.989257;737.948;1988.72;2212.85
83600;836;792.435;1105.9;1108.94;-30.415;739.293;1991.09;2214.84
83700;837;793.375;1105.93;1106.96;-102.144;737.971;1993.47;2212.89
83800;838;794.344;1105.93;1107.26;-132.978;738.171;1995.84;2213.18
83900;839;795.385;1105.94;1107.26;-132.344;738.176;1998.22;2213.2
84000;840;796.275;1105.93;1106.95;-102.277;73.797;2000.6;2212.89
84100;841;797.201;1105.97;1108.98;-300.827;73.932;2002.97;2214.95
84200;842;798.154;1105.93;1106.92;-0.988528;737.948;2005.35;2212.86
84300;843;799.158;1105.92;1107.55;-163.065;738.367;2007.72;2213.47
84400;844;800.168;1105.94;1107.1;-116.032;738.065;2010.1;2213.03
84500;845;801.055;1105.93;1107.02;-108.761;738.012;2012.48;2212.95
84600;846;802.027;1105.96;1107.97;-201.516;738.648;2014.85;2213.93
84700;847;803.009;1105.93;1106.91;-0.980262;737.942;2017.23;2212.85
84800;848;803.937;1105.91;1108.15;-224.505;738.767;2019.61;2214.06
84900;849;804.87;1105.94;1107;-106.474;73.8;2021.98;2212.94
85000;850;805.709;1105.93;1107.13;-119.889;738.085;2024.36;2213.06
85100;851;806.672;1105.94;1107.47;-152.184;738.311;2026.73;2213.41
85200;852;807.655;1105.93;1106.93;-0.995179;737.952;2029.11;2212.86
85300;853;808.584;1105.91;1109.2;-328.692;739.466;2031.49;2215.11
85400;854;809.502;1105.93;1106.94;-10.099;737.963;2033.86;2212.88
85500;855;810.361;1105.92;1107.32;-139.083;738.211;2036.24;2213.24
85600;856;811.389;1105.94;1107.21;-127.138;73.814;2038.61;2213.15
85700;857;812.35;1105.93;1106.97;-103.601;737.978;2040.99;2212.9
85800;858;813.285;1105.97;1108.67;-270.307;739.116;2043.37;2214.65
85900;859;814.181;1105.93;1106.92;-0.983825;737.945;2045.74;2212.85
86000;860;815.073;1105.92;1107.67;-174.912;738.444;2048.12;2213.58
86100;861;816.147;1105.94;1107.07;-112.997;738.044;2050.49;2213
86200;862;817.062;1105.93;1107.04;-111.104;738.027;2052.87;2212.97
86300;863;818.006;1105.95;1107.8;-184.828;738.534;2055.25;2213.75
86400;864;818.897;1105.93;1106.91;-0.981606;737.943;2057.62;2212.85
86500;865;819.851;1105.9;1108.4;-249.809;738.932;2060;2214.3
86600;866;820.908;1105.94;1106.98;-104.682;737.988;2062.37;2212.92
86700;867;821.796;1105.93;1107.17;-123.891;738.111;2064.75;2213.09
86800;868;822.752;1105.94;1107.38;-144.038;738.255;2067.13;2213.33
86900;869;823.661;1105.93;1106.93;-100.286;737.957;2069.5;2212.87
87000;870;824.693;1105.94;1109.3;-336.397;739.535;2071.88;2215.24
87100;871;825.688;1105.93;1106.93;-100.031;737.956;2074.25;2212.87
87200;872;826.573;1105.92;1107.39;-14.626;738.257;2076.63;2213.31
87300;873;827.556;1105.94;1107.16;-122.643;73.811;2079.01;2213.1
87400;874;828.519;1105.93;1106.98;-105.155;737.988;2081.38;2212.91
87500;875;829.515;1105.97;1108.39;-241.926;738.924;2083.76;2214.35
87600;876;830.403;1105.93;1106.91;-0.980747;737.943;2086.13;2212.85
87700;877;831.246;1105.91;1107.81;-189.321;738.538;2088.51;2213.72
87800;878;832.201;1105.94;1107.04;-110.348;738.026;2090.89;2212.98
87900;879;833.162;1105.93;1107.07;-1.138;738.045;2093.26;2213
88000;880;834.155;1105.95;1107.66;-171.171;73.844;2095.64;2213.61
88100;881;835.029;1105.93;1106.92;-0.984548;737.945;2098.01;2212.85
88200;882;835.903;1105.9;1108.69;-279.141;739.125;2100.39;2214.58
88300;883;836.894;1105.93;1106.97;-103.136;737.977;2102.77;2212.9
88400;884;837.869;1105.93;1107.21;-12.852;738.141;2105.14;2213.14
88500;885;838.837;1105.94;1107.31;-137.137;738.208;2107.52;2213.25
88600;886;839.704;1105.93;1106.94;-10.124;737.963;2109.89;2212.88
88700;887;840.627;1105.96;1109.19;-322.715;739.459;2112.27;2215.15
88800;888;841.649;1105.93;1106.93;-0.992541;737.951;2114.65;2212.86
88900;889;842.586;1105.92;1107.47;-154.762;738.313;2117.02;2213.39
89000;890;843.544;1105.94;1107.13;-118.744;738.083;2119.4;2213.06
89100;891;844.416;1105.93;1107;-106.963;73.8;2121.77;2212.93
89200;892;845.399;1105.96;1108.14;-217.883;73.876;2124.15;2214.1
89300;893;846.423;1105.93;1106.91;-0.979259;737.942;2126.53;2212.85
89400;894;847.323;1105.91;1107.98;-206.972;738.653;2128.9;2213.89
89500;895;848.281;1105.94;1107.02;-108.039;738.011;2131.28;2212.95
89600;896;849.173;1105.93;1107.1;-116.898;738.065;2133.65;2213.03
89700;897;850.224;1105.95;1107.54;-159.902;738.363;2136.03;2213.49
89800;898;851.205;1105.93;1106.92;-0.989126;737.948;2138.41;2212.85
89900;899;852.108;1105.9;1108.99;-309.189;739.328;2140.78;2214.89
90000;900;853.073;1105.93;1106.95;-101.816;737.968;2143.16;2212.89
90100;901;854.013;1105.93;1107.26;-133.899;738.177;2145.53;2213.19
90200;902;855.065;1105.94;1107.25;-131.245;738.168;2147.91;2213.19
90300;903;855.935;1105.93;1106.96;-102.393;73.797;2150.29;2212.89
90400;904;856.816;1105.97;1108.92;-295.311;739.283;2152.66;2214.9
90500;905;857.727;1105.93;1106.92;-0.98651;737.947;2155.04;2212.85
90600;906;858.662;1105.92;1107.57;-164.926;738.379;2157.41;2213.49
90700;907;859.696;1105.94;1107.09;-115.351;73.806;2159.79;2213.03
90800;908;860.554;1105.93;1107.02;-109.053;738.014;2162.17;2212.95
90900;909;861.476;1105.96;1107.94;-198.158;738.625;2164.54;2213.89
91000;910;862.404;1105.93;1106.91;-0.979347;737.942;2166.92;2212.85
91100;911;863.388;1105.9;1108.19;-228.611;738.794;2169.29;2214.09
91200;912;864.371;1105.94;1107;-106.029;737.997;2171.67;2212.93
91300;913;865.226;1105.93;1107.13;-120.463;738.089;2174.05;2213.06
91400;914;866.182;1105.94;1107.45;-150.513;738.299;2176.42;2213.39
91500;915;867.142;1105.93;1106.93;-0.995399;737.952;2178.8;2212.86
91600;916;868.13;1105.92;1109.23;-331.506;739.487;2181.17;2215.15
91700;917;869.072;1105.93;1106.94;-100.701;737.961;2183.55;2212.88
91800;918;869.935;1105.92;1107.33;-140.185;738.218;2185.93;2213.25
91900;919;870.929;1105.94;1107.2;-12.618;738.134;2188.3;2213.14
92000;920;871.925;1105.93;1106.97;-103.761;737.979;2190.68;2212.9
92100;921;872.889;1105.97;1108.62;-264.839;739.079;2193.05;2214.59
92200;922;873.803;1105.93;1106.92;-0.982142;737.944;2195.43;2212.85
92300;923;874.688;1105.92;1107.69;-177.193;738.459;2197.81;2213.61
92400;924;875.729;1105.94;1107.06;-112.393;73.804;2200.18;2213
92500;925;876.719;1105.93;1107.04;-111.461;73.803;2202.56;2212.97
92600;926;877.674;1105.95;1107.77;-182.071;738.515;2204.93;2213.72
92700;927;878.587;1105.93;1106.91;-0.981015;737.943;2207.31;2212.85
92800;928;879.52;1105.9;1108.45;-254.724;738.964;2209.69;2214.35
92900;929;880.59;1105.94;1106.98;-104.287;737.985;2212.06;2212.91
93000;930;881.467;1105.93;1107.17;-124.574;738.116;2214.44;2213.1
93100;931;882.38;1105.94;1107.37;-142.616;738.246;2216.81;2213.31
93200;932;883.251;1105.93;1106.94;-100.345;737.957;2219.19;2212.87
93300;933;884.192;1105.94;1109.3;-335.332;739.531;2221.56;2215.24
93400;934;885.225;1105.93;1106.93;-0.997795;737.955;2223.94;2212.87
93500;935;886.081;1105.92;1107.4;-147.583;738.266;2226.32;2213.32
93600;936;887.021;1105.94;1107.16;-121.803;738.104;2228.69;2213.09
93700;937;887.917;1105.93;1106.98;-105.363;73.799;2231.07;2212.92
93800;938;888.934;1105.97;1108.34;-237.174;738.891;2233.44;2214.3
93900;939;889.901;1105.93;1106.91;-0.979389;737.942;2235.82;2212.85
94000;940;890.752;1105.91;1107.83;-192.134;738.556;2238.2;2213.75
94100;941;891.714;1105.94;1107.03;-109.813;738.023;2240.57;2212.97
94200;942;892.641;1105.93;1107.07;-114.228;738.048;2242.95;2213
94300;943;893.694;1105.95;1107.64;-168.891;738.425;2245.32;2213.59
94400;944;894.598;1105.93;1106.92;-0.984284;737.945;2247.7;2212.85
94500;945;895.466;1105.9;1108.74;-284.559;739.161;2250.08;2214.64
94600;946;896.449;1105.93;1106.96;-102.787;737.975;2252.45;2212.9
94700;947;897.416;1105.93;1107.22;-129.331;738.147;2254.83;2213.15
94800;948;898.444;1105.94;1107.3;-135.915;73.82;2257.2;2213.24
94900;949;899.323;1105.93;1106.95;-101.337;737.963;2259.58;2212.88
95000;950;900.235;1105.96;1109.15;-318.366;739.432;2261.96;2215.11
95100;951;901.233;1105.93;1106.92;-0.990383;73.795;2264.33;2212.86
95200;952;902.227;1105.92;1107.49;-156.359;738.323;2266.71;2213.41
95300;953;903.213;1105.94;1107.12;-118.005;738.078;2269.08;2213.06
95400;954;904.098;1105.93;1107;-107.223;738.002;2271.46;2212.93
95500;955;905.071;1105.96;1108.1;-213.944;738.733;2273.84;2214.06
95600;956;906.102;1105.93;1106.91;-0.97822;737.941;2276.21;2212.84
95700;957;907.007;1105.91;1108.01;-210.451;738.675;2278.59;2213.92
95800;958;907.925;1105.94;1107.01;-107.563;738.008;2280.96;2212.95
95900;959;908.774;1105.93;1107.1;-117.408;738.069;2283.34;2213.03
96000;960;909.746;1105.95;1107.53;-157.997;73.835;2285.72;2213.47
96100;961;910.741;1105.93;1106.92;-0.989197;737.948;2288.09;2212.85
96200;962;911.625;1105.9;1109.04;-314.003;739.361;2290.47;2214.94
96300;963;912.554;1105.93;1106.95;-101.508;737.966;2292.84;2212.88
96400;964;913.432;1105.93;1107.27;-134.864;738.183;2295.22;2213.2
96500;965;914.46;1105.94;1107.24;-130.187;738.161;2297.6;2213.18
96600;966;915.429;1105.93;1106.96;-102.531;737.971;2299.97;2212.89
96700;967;916.314;1105.97;1108.87;-289.727;739.246;2302.35;2214.84
96800;968;917.239;1105.93;1106.92;-0.984689;737.946;2304.72;2212.85
96900;969;918.147;1105.92;1107.59;-166.869;738.392;2307.1;2213.51
97000;970;919.218;1105.94;1107.08;-114.698;738.056;2309.48;2213.02
97100;971;920.123;1105.93;1107.02;-10.937;738.016;2311.85;2212.95
97200;972;921.036;1105.95;1107.9;-194.931;738.603;2314.23;2213.86
97300;973;921.966;1105.93;1106.91;-0.978624;737.941;2316.6;2212.84
97400;974;922.914;1105.9;1108.23;-232.878;738.821;2318.98;2214.14
97500;975;923.98;1105.94;1106.99;-105.607;737.994;2321.35;2212.93
97600;976;924.843;1105.93;1107.14;-121.068;738.093;2323.73;2213.07
97700;977;925.791;1105.94;1107.43;-148.904;738.288;2326.11;2213.38
97800;978;926.739;1105.93;1106.93;-0.995814;737.952;2328.48;2212.86
97900;979;927.74;1105.92;1109.26;-333.712;739.505;2330.86;2215.18
98000;980;928.745;1105.93;1106.94;-100.433;737.959;2333.23;2212.87
98100;981;929.61;1105.92;1107.34;-141.336;738.225;2335.61;2213.26
98200;982;930.604;1105.94;1107.19;-125.258;738.128;2337.99;2213.13
98300;983;931.593;1105.93;1106.97;-103.942;73.798;2340.36;2212.9
98400;984;932.583;1105.97;1108.56;-259.487;739.043;2342.74;2214.53
98500;985;933.465;1105.93;1106.91;-0.980646;737.943;2345.11;2212.85
98600;986;934.298;1105.92;1107.71;-179.573;738.475;2347.49;2213.63
98700;987;935.281;1105.94;1107.05;-111.815;738.036;2349.87;2212.99
98800;988;936.241;1105.93;1107.05;-111.842;738.032;2352.24;2212.98
98900;989;937.208;1105.95;1107.74;-179.422;738.497;2354.62;2213.7
99000;990;938.084;1105.93;1106.91;-0.980608;737.942;2356.99;2212.85
99100;991;938.955;1105.9;1108.5;-259.781;738.997;2359.37;2214.39
99200;992;939.977;1105.94;1106.97;-103.913;737.983;2361.75;2212.91
99300;993;940.947;1105.93;1107.18;-125.291;73.812;2364.12;2213.11
99400;994;941.88;1105.94;1107.35;-141.244;738.236;2366.5;2213.3
99500;995;942.761;1105.93;1106.94;-100.422;737.957;2368.87;2212.87
99600;996;943.681;1105.95;1109.28;-333.573;739.522;2371.25;2215.23
99700;997;944.724;1105.93;1106.93;-0.995471;737.953;2373.63;2212.86
99800;998;945.65;1105.92;1107.41;-148.962;738.275;2376;2213.34
99900;999;946.584;1105.94;1107.15;-120.995;738.099;2378.38;2213.09
